First Name;MI;Last Name;Age;Hair Color;Eye Color;Sisters;Brothers;No. of Pets;Types of Pets;Occupation;Education;Note
Una;Y;Hanks;57;Blue;Blue;4;1;1;hamsters;Botanist;Princetonne;
Victor;A;O'Leary;38;Blue;Blue;1;4;7;birds, hamsters;Clerk;night school;
Hector;S;Charles;50;Green;Black;0;6;4;birds, dogs;Wildcat;Ventnor Univ.;
Susan;O;Hanks;44;Black;Black;0;4;0;None;Nurse;Ventnor Univ.;
Ida;C;Black;77;Orange;Blue;1;1;2;fish, hamsters;Botanist;Ventnor Univ.;
James;E;O'Leary;69;Green;Green;2;2;Unk.;cats;Teacher;night school;
Quentin;Q;Ebbers;73;Blue;Blue;0;6;1;hamsters;Dishwasher;Ventnor Univ.;
Neville;O;Nichols;32;Blue;Black;1;1;1;hamsters;Mechanic;Princetonne;
Yorick;O;Lawrence;44;Black;Red;0;3;Unk.;cats;Unemployed;Ventnor Univ.;
James;N;Lambert;43;Black;Black;0;6;7;birds, hamsters;Journalist;Alpacawarts;
Hector;A;Queen;21;Black;Black;3;1;6;Unknown;Secretary;Ventnor Univ.;
Basil;E;Charles;72;Red;Brown;0;4;8;birds, fish;Auditor;Ventnor Univ.;
Amy;U;Michaels;74;Orange;Green;2;3;5;dogs, fish;Teacher;night school;
Yorick;C;Black;77;Red;Brown;2;3;7;birds, hamsters;Maid;Ventnor Univ.;
Victor;B;Grant;54;Brown;Black;4;1;2;fish, hamsters;Butler;night school;
Ida;Y;Romanov;78;Grey;Red;2;3;9;Unknown;Unemployed;Ventnor Univ.;
Una;I;Williams;48;Brown;Red;3;1;6;Unknown;Chef;night school;
Winnie;E;Unser;75;Red;Green;2;2;Unk.;cats;Entrepreneur;night school;
Winnie;C;Islington;77;Orange;Grey;4;1;10;dogs, hamsters;Wildcat;Ventnor Univ.;
Rhoda;E;Valdez;72;Brown;Grey;2;3;6;Unknown;Illustrator;Nelson's Hall;
Ida;R;Adams;60;Orange;Green;0;3;10;dogs, hamsters;Tutor;Ventnor Univ.;
Zillah;O;Jackson;26;Blue;Brown;1;4;Unk.;cats;Examiner;Ventnor Univ.;
Olive;Y;Young;78;Black;Red;2;2;10;dogs, hamsters;Junior Firefighter;night school;
Maud;R;Queen;29;Blue;Grey;0;4;9;Unknown;Zookeeper;Ventnor Univ.;
Xerxes;N;Queen;76;Brown;Black;4;5;Unk.;cats;Maid;Ventnor Univ.;
Basil;N;Ebbers;47;Grey;Red;0;5;3;birds;Professor;Ventnor Univ.;
Kate;B;Unser;36;Red;Green;4;1;6;Unknown;Therapist;Ventnor Univ.;
Yorick;Y;Adams;55;Brown;Red;2;3;1;hamsters;Unemployed;night school;
Fanny;S;Brown;31;Green;White;3;5;0;None;Clerk;night school;
Neville;Y;Romanov;23;Green;Brown;0;5;4;birds, dogs;Instructor;Princetonne;
Yorick;T;Enfield;56;Orange;Blue;2;3;Unk.;cats;Tutor;night school;
Leo;P;Black;58;Blue;Black;3;5;5;dogs, fish;Reporter;night school;
Winnie;L;Watanabe;41;Blue;Grey;3;3;Unk.;cats;Director;Ventnor Univ.;
Titus;A;Lawrence;21;Green;Green;0;5;7;birds, hamsters;Actor;Ventnor Univ.;
Leo;W;Romanov;25;Black;Grey;2;2;6;Unknown;Analyst;Ventnor Univ.;
Amy;O;Isaacson;26;Orange;Grey;3;5;7;birds, hamsters;Chauffeur;Ventnor Univ.;
Ida;Y;Quincy;35;Orange;Blue;2;2;Unk.;cats;Cook;Ventnor Univ.;
Basil;I;Nichols;63;Red;Brown;3;3;Unk.;cats;Teacher;Princetonne;
Una;C;Thomas;77;Blue;Black;0;3;Unk.;cats;Tutor;night school;
Kate;Y;Nabors;55;Red;Grey;0;5;4;birds, dogs;Designer;Ventnor Univ.;
Hector;S;Unser;31;Red;Green;2;3;6;Unknown;Unemployed;night school;
Desmond;L;Nichols;40;Brown;Red;0;6;10;dogs, hamsters;Clerk;Saint George;
Kate;E;Grant;69;Brown;Grey;1;1;3;birds;Illustrator;Ventnor Univ.;
Una;L;Garrison;34;Green;Brown;2;1;Unk.;cats;Masseur;UHI-Honolulu;
Kate;N;Richards;47;Blue;Blue;3;3;3;birds;Wildcat;night school;
James;S;Howards;31;Green;White;4;5;4;birds, dogs;Tutor;Ventnor Univ.;
Clara;Y;Nabors;35;Black;Black;0;5;5;dogs, fish;Instructor;night school;
Ernest;S;Lawrence;51;Blue;Blue;4;5;4;birds, dogs;Analyst;night school;
Fanny;T;Siebert;65;Black;Green;3;5;8;birds, fish;Butler;night school;
Winnie;T;Franklin;56;Grey;Red;3;1;Unk.;cats;Wildcat;night school;
Olive;T;Black;45;Orange;Green;1;4;4;birds, dogs;Tutor;Ventnor Univ.;
Quentin;I;Ximenez;48;Green;Black;3;1;Unk.;cats;Chef;Nelson's Hall;
George;B;Onassis;36;Brown;Brown;0;5;7;birds, hamsters;Chef;Ventnor Univ.;
Xerxes;A;Watanabe;38;Orange;Brown;4;5;2;fish, hamsters;Journalist;night school;
Olive;S;Thomas;64;Blue;Blue;2;2;10;dogs, hamsters;Mechanic;Nelson's Hall;
Clara;C;Brown;68;Grey;Red;2;2;8;birds, fish;Teacher;Ventnor Univ.;
Susan;E;Charles;61;Brown;Red;3;3;6;Unknown;Illustrator;Alpacawarts;
Victor;B;Lawrence;36;Red;Grey;4;1;5;dogs, fish;Librarian;Nelson's Hall;
Amy;B;Williams;36;Grey;Black;0;5;2;fish, hamsters;Editor;night school;
Hector;R;Garrison;22;Black;Black;1;4;4;birds, dogs;Editor;night school;
James;L;Lambert;34;Grey;Black;0;5;8;birds, fish;Journalist;night school;
Leo;E;Ximenez;49;Blue;Blue;1;1;Unk.;cats;Painter;Princetonne;
Quentin;A;Morrison;38;Green;White;1;4;10;dogs, hamsters;Valet;night school;
Susan;O;Onassis;44;Brown;Grey;0;3;10;dogs, hamsters;Administrator;night school;
Titus;M;Richards;53;Green;Black;1;4;4;birds, dogs;Lumberjack;night school;
Titus;O;Adams;44;Blue;Grey;1;4;7;birds, hamsters;Painter;Alpacawarts;
Amy;Y;Black;57;Blue;Black;0;5;2;fish, hamsters;Professor;Ventnor Univ.;
Kate;I;Kildare;19;Red;Grey;3;3;Unk.;cats;Clerk;Ventnor Univ.;
Maud;Y;O'Leary;57;Blue;Grey;2;2;6;Unknown;Operator;Ventnor Univ.;
Una;E;Ximenez;42;Grey;Red;3;3;Unk.;cats;Chef;Ventnor Univ.;
Rhoda;E;Quincy;69;Black;Red;1;4;8;birds, fish;Editor;night school;
James;S;Yount;51;Brown;Black;3;3;1;hamsters;Docent;night school;
Quentin;M;Charles;53;Orange;Brown;1;4;2;fish, hamsters;Editor;Ventnor Univ.;
Victor;O;Hanks;28;Red;Grey;3;1;4;birds, dogs;Journalist;Ventnor Univ.;
Quentin;I;Young;39;Red;Grey;0;5;Unk.;cats;Entrepreneur;Ventnor Univ.;
Quentin;O;O'Leary;32;Red;Grey;1;1;7;birds, hamsters;Administrator;Ventnor Univ.;
Fanny;C;Enfield;77;Brown;Brown;1;4;8;birds, fish;Designer;Nelson's Hall;
Victor;N;Quincy;76;Blue;Brown;0;5;10;dogs, hamsters;Dishwasher;Nelson's Hall;
Maud;S;Yount;31;Red;Grey;1;4;8;birds, fish;Chauffeur;Princetonne;
Maud;T;Ximenez;45;Green;Black;2;3;0;None;Cook;Saint George;
Una;I;Adams;39;Black;Grey;0;3;8;birds, fish;Masseur;night school;
Desmond;M;Yount;53;Grey;Green;2;2;8;birds, fish;Teller;night school;
Kate;N;Adams;76;Blue;Grey;0;3;8;birds, fish;Chef;Princetonne;
Amy;Y;Kildare;57;Black;Grey;0;4;7;birds, hamsters;Accountant;Ventnor Univ.;
Zillah;U;Siebert;74;Green;Brown;4;5;3;birds;Therapist;Ventnor Univ.;
Leo;T;Grant;65;Red;Grey;0;6;Unk.;cats;Sysop;Ventnor Univ.;
Xerxes;I;O'Leary;46;Brown;Black;2;1;6;Unknown;Accountant;Ventnor Univ.;
Olive;N;Queen;47;Grey;Red;2;2;9;Unknown;Auditor;Ventnor Univ.;
Amy;U;Ximenez;52;Brown;Red;3;3;7;birds, hamsters;Clerk;Princetonne;
Quentin;O;Brown;26;Black;Black;0;5;6;Unknown;Administrator;Ventnor Univ.;
James;L;Phelps;40;Brown;Black;1;4;8;birds, fish;Nurse;Princetonne;
Zillah;F;Morrison;70;Grey;Green;2;1;8;birds, fish;Accountant;night school;
Leo;I;Yount;39;Brown;Grey;4;5;7;birds, hamsters;Waiter;Ventnor Univ.;
Ernest;S;Watanabe;64;Orange;Grey;4;5;6;Unknown;Cook;Princetonne;
Kate;I;Queen;46;Grey;Red;3;5;6;Unknown;Nurse;night school;
Ida;S;Dupont;50;Black;Grey;1;4;Unk.;cats;Doctor;Duke Academy;
Clara;A;Adams;66;Brown;Grey;3;5;9;Unknown;Entrepreneur;night school;
Winnie;I;Lawrence;39;Grey;Green;2;2;9;Unknown;Designer;Nelson's Hall;
Titus;O;Watanabe;44;Orange;Green;4;1;4;birds, dogs;Cook;night school;
Rhoda;B;Williams;54;Red;Green;1;1;5;dogs, fish;Assistant;night school;
George;R;O'Leary;29;Brown;Green;2;1;10;dogs, hamsters;Anesthiesiologist;Ventnor Univ.;
Yorick;Y;Howards;35;Orange;Blue;2;1;8;birds, fish;Maid;night school;
Susan;I;Queen;39;Orange;Brown;3;3;Unk.;cats;Chef;night school;
Xerxes;O;Brown;44;Black;Black;2;2;3;birds;Lumberjack;Saint George;
Ernest;Y;Xerxes;78;Brown;Brown;2;2;3;birds;Chauffeur;Princetonne;
Yorick;A;Black;66;Blue;Grey;3;5;Unk.;cats;Botanist;night school;
Xerxes;D;Michaels;30;Red;Green;2;3;3;birds;Unemployed;Princetonne;
George;A;Michaels;66;Black;Grey;3;3;6;Unknown;Instructor;Princetonne;
Ernest;C;Franklin;68;Green;Green;1;1;7;birds, hamsters;Therapist;Ventnor Univ.;
Basil;S;Garrison;50;Brown;Red;2;3;3;birds;Illustrator;Ventnor Univ.;
Desmond;L;Brown;34;Red;Grey;2;3;Unk.;cats;Masseur;Princetonne;
Fanny;M;Howards;53;Brown;Green;0;6;6;Unknown;Auditor;night school;
George;Q;Nichols;73;Black;Grey;2;2;9;Unknown;Assistant;Ventnor Univ.;
Clara;E;Sindel;42;Brown;Green;0;4;Unk.;cats;Waiter;Nelson's Hall;
Susan;R;Kildare;71;Blue;Blue;0;6;9;Unknown;Wildcat;Ventnor Univ.;
Clara;R;Grant;37;Black;Green;2;2;3;birds;Anesthiesiologist;night school;
Leo;S;Lambert;64;Orange;Grey;3;1;Unk.;cats;Entrepreneur;Ventnor Univ.;
Neville;W;Howards;25;Green;White;3;3;8;birds, fish;Secretary;night school;
Quentin;B;Jackson;54;Blue;Brown;2;1;9;Unknown;Instructor;night school;
Titus;B;Sindel;36;Green;Violet;3;5;Unk.;cats;Busser;Princetonne;
Amy;S;Johnson;64;Grey;Red;0;3;1;hamsters;Butler;Ventnor Univ.;
Prue;I;Michaels;39;Green;Black;4;5;Unk.;cats;Operator;Ventnor Univ.;
Basil;S;Garrison;50;Orange;Blue;4;5;1;hamsters;Chauffeur;Ventnor Univ.;
Neville;T;O'Leary;45;Blue;Blue;0;6;Unk.;cats;Pilot;night school;
Clara;N;Romanov;33;Green;Brown;0;5;Unk.;cats;Sysop;Ventnor Univ.;
Neville;N;Michaels;43;Brown;Red;3;5;9;Unknown;Instructor;Princetonne;
Basil;B;Unser;18;Orange;White;0;5;6;Unknown;Singer;Princetonne;
Maud;L;Michaels;41;Orange;Brown;2;2;8;birds, fish;Dishwasher;Ventnor Univ.;
Ernest;T;Richards;56;Green;Brown;0;4;7;birds, hamsters;Curator;Nelson's Hall;
Leo;N;Black;47;Blue;Grey;3;5;8;birds, fish;Mechanic;night school;
Desmond;Y;O'Leary;78;Grey;Green;4;1;9;Unknown;Librarian;Ventnor Univ.;
Desmond;A;O'Leary;66;Grey;Black;4;1;1;hamsters;Unemployed;Nelson's Hall;
James;N;Romanov;67;Orange;Green;2;3;9;Unknown;Operator;Saint George;
Ida;E;Charles;49;Brown;Green;2;2;2;fish, hamsters;Painter;Ventnor Univ.;
Neville;B;Michaels;18;Grey;Red;0;4;1;hamsters;Assistant Instructor;night school;
Xerxes;R;Hanks;37;Blue;Brown;3;3;1;hamsters;Instructor;night school;
Una;O;Lambert;26;Orange;Grey;2;3;6;Unknown;Dishwasher;Nelson's Hall;
Quentin;W;Morrison;25;Grey;Red;0;5;6;Unknown;Teacher;Ventnor Univ.;
George;R;Kildare;71;Orange;White;4;5;8;birds, fish;Auditor;Ventnor Univ.;
Vera;O;Jackson;26;Brown;Green;0;3;1;hamsters;Illustrator;Ventnor Univ.;
Leo;B;Phelps;36;Green;White;4;5;6;Unknown;Masseur;Ventnor Univ.;
Olive;O;Ebbers;26;Brown;Black;0;5;5;dogs, fish;Painter;Ventnor Univ.;
Yorick;E;Black;59;Black;Green;2;3;1;hamsters;Valet;night school;
George;R;Kildare;22;Brown;Green;1;4;9;Unknown;Teller;night school;
Ernest;T;Sindel;24;Brown;Green;2;2;4;birds, dogs;Singer;Ventnor Univ.;
Winnie;N;Lambert;67;Brown;Green;3;3;4;birds, dogs;Doctor;Ventnor Univ.;
Basil;S;Franklin;31;Black;Grey;0;5;Unk.;cats;Botanist;Ventnor Univ.;
Neville;T;Xerxes;56;Red;Green;2;3;7;birds, hamsters;Docent;Ventnor Univ.;
Quentin;S;Jackson;50;Blue;Brown;1;4;4;birds, dogs;Cook;Princetonne;
Fanny;E;Richards;61;Brown;Grey;3;1;6;Unknown;Maid;Ventnor Univ.;
Neville;O;Jackson;32;Orange;Brown;4;1;Unk.;cats;Lumberjack;Princetonne;
Hector;R;Valdez;60;Blue;Black;4;5;1;hamsters;Chauffeur;Princetonne;
Prue;E;Watanabe;61;Blue;Black;2;2;1;hamsters;Assistant;Ventnor Univ.;
Olive;R;O'Leary;37;Brown;Black;3;5;Unk.;cats;Cook;Saint George;
Rhoda;I;Richards;48;Orange;White;1;1;5;dogs, fish;Professor;night school;
Una;U;Queen;52;Brown;Black;0;6;0;None;Lumberjack;Ventnor Univ.;
Ernest;E;Thomas;72;Green;Green;0;3;1;hamsters;Pilot;Ventnor Univ.;
Fanny;R;Howards;71;Green;Violet;4;5;Unk.;cats;Professor;Ventnor Univ.;
Maud;B;Ebbers;54;Black;Green;0;6;10;dogs, hamsters;Analyst;Ventnor Univ.;
Ida;E;Romanov;61;Brown;Red;2;2;Unk.;cats;Anesthiesiologist;Ventnor Univ.;
Titus;W;Valdez;25;Orange;Green;2;1;Unk.;cats;Actor;Ventnor Univ.;
Basil;N;Romanov;67;Black;Grey;0;4;7;birds, hamsters;Assistant;night school;
Una;S;Franklin;51;Red;Grey;3;5;Unk.;cats;Journalist;Ventnor Univ.;
James;W;Adams;27;Blue;Brown;1;4;3;birds;Accountant;Nelson's Hall;
Yorick;B;Romanov;18;Brown;Green;3;1;7;birds, hamsters;Journalist;Ventnor Univ.;
Susan;I;Romanov;48;Brown;Brown;2;3;10;dogs, hamsters;Chef;Nelson's Hall;
Neville;Y;Onassis;78;Black;Grey;2;1;6;Unknown;Entrepreneur;Princetonne;
Kate;Q;Ebbers;73;Blue;Black;3;1;0;None;Teacher;Princetonne;
Titus;C;Kildare;77;Black;Black;4;1;6;Unknown;Auditor;Nelson's Hall;
Desmond;L;Queen;41;Green;Black;1;1;1;hamsters;Teacher;Ventnor Univ.;
Amy;Y;Jackson;57;Brown;Brown;0;5;9;Unknown;Examiner;Ventnor Univ.;
Olive;N;Phelps;76;Orange;Green;3;3;Unk.;cats;Mechanic;Ventnor Univ.;
Prue;B;Ximenez;54;Grey;Red;3;3;2;fish, hamsters;Anesthiesiologist;night school;
Basil;P;Thomas;58;Black;Green;4;1;7;birds, hamsters;Examiner;Ventnor Univ.;
Ernest;S;Siebert;62;Green;Brown;2;3;5;dogs, fish;Zookeeper;Princetonne;
Neville;E;Howards;72;Grey;Black;3;1;4;birds, dogs;Anesthiesiologist;Nelson's Hall;
Yorick;I;Ximenez;48;Green;Violet;1;1;7;birds, hamsters;Pilot;night school;
Basil;E;Young;72;Blue;Brown;4;5;10;dogs, hamsters;Singer;Ventnor Univ.;
Ida;L;Romanov;41;Brown;Brown;3;5;Unk.;cats;Busser;night school;
Ida;I;Xerxes;46;Black;Green;2;1;Unk.;cats;Journalist;Ventnor Univ.;
Zillah;W;Johnson;27;Blue;Blue;4;1;Unk.;cats;Butler;Princetonne;
Susan;Y;Young;23;Green;Brown;3;3;8;birds, fish;Entrepreneur;night school;
Denise;R;Unser;37;Brown;Brown;4;5;1;hamsters;Therapist;Princetonne;
Ernest;P;Michaels;58;Red;Green;3;3;4;birds, dogs;Docent;Ventnor Univ.;
Maud;U;Lambert;74;Brown;Brown;3;1;0;None;Nurse;Alpacawarts;
Maud;Y;Yount;35;Green;White;0;3;Unk.;cats;Botanist;night school;
Xerxes;T;Ximenez;45;Green;Violet;3;5;Unk.;cats;Busser;Ventnor Univ.;
Xerxes;N;Valdez;43;Green;White;2;1;4;birds, dogs;Maid;night school;
Leo;N;Jackson;67;Black;Black;2;2;Unk.;cats;Auditor;Ventnor Univ.;
Zillah;O;Thomas;28;Red;Green;2;3;Unk.;cats;Pilot;Ventnor Univ.;
Neville;B;Yount;36;Grey;Green;1;1;0;None;Singer;night school;
James;B;Romanov;36;Black;Green;3;3;5;dogs, fish;Examiner;Princetonne;
Quentin;A;Williams;66;Orange;Brown;1;1;3;birds;Tutor;Ventnor Univ.;
Denise;U;Valdez;74;Blue;Grey;3;3;6;Unknown;Botanist;Ventnor Univ.;
Rhoda;O;Nabors;26;Brown;Brown;3;5;6;Unknown;Chef;night school;
Kate;N;Islington;33;Blue;Blue;0;4;Unk.;cats;Analyst;night school;
Zillah;R;Queen;37;Green;Brown;2;1;3;birds;Mechanic;Ventnor Univ.;
Victor;S;Ximenez;64;Orange;Green;0;6;0;None;Auditor;Ventnor Univ.;
Olive;N;Adams;33;Grey;Red;0;4;8;birds, fish;Professor;night school;
Amy;W;Unser;27;Brown;Brown;0;3;1;hamsters;Chef;night school;
Ernest;B;Richards;36;Blue;Blue;4;1;6;Unknown;Unemployed;night school;
Neville;A;Morrison;66;Black;Red;0;5;10;dogs, hamsters;Chauffeur;Ventnor Univ.;
James;C;Morrison;77;Red;Green;3;1;5;dogs, fish;Cook;night school;
Prue;Y;Islington;78;Brown;Grey;2;3;2;fish, hamsters;Curator;Princetonne;
James;N;O'Leary;20;Orange;Green;4;5;4;birds, dogs;Illustrator;Ventnor Univ.;
Victor;N;Hanks;47;Blue;Black;0;3;3;birds;Valet;Ventnor Univ.;
Fanny;D;Valdez;30;Orange;White;0;4;Unk.;cats;Docent;Ventnor Univ.;
Kate;O;Romanov;32;Green;Violet;0;5;5;dogs, fish;Entrepreneur;Princetonne;
Susan;R;Johnson;60;Green;Black;0;3;0;None;Anesthiesiologist;Ventnor Univ.;
Olive;E;Nabors;61;Orange;Brown;0;5;7;birds, hamsters;Instructor;Ventnor Univ.;
Amy;L;Ximenez;34;Black;Green;3;3;3;birds;Analyst;night school;
Hector;I;Charles;63;Blue;Blue;0;6;Unk.;cats;Therapist;Saint George;
Winnie;N;Unser;20;Black;Black;3;3;8;birds, fish;Unemployed;Ventnor Univ.;
Maud;O;Onassis;44;Blue;Grey;0;3;3;birds;Tutor;Ventnor Univ.;
Yorick;W;Watanabe;25;Brown;Red;2;3;2;fish, hamsters;Reporter;Ventnor Univ.;
Alfonse;L;Grant;40;Black;Red;3;5;Unk.;cats;Professor;Princetonne;
Titus;E;Watanabe;61;Grey;Red;3;1;1;hamsters;Curator;Alpacawarts;
James;L;Morrison;41;Black;Black;3;3;4;birds, dogs;Painter;Ventnor Univ.;
Amy;M;Franklin;53;Orange;Brown;2;3;1;hamsters;Chauffeur;Ventnor Univ.;
Susan;T;Hanks;45;Black;Green;4;5;8;birds, fish;Designer;night school;
Leo;O;Johnson;28;Red;Brown;2;2;3;birds;Operator;Saint George;
Quentin;A;Lawrence;38;Red;Grey;4;5;1;hamsters;Illustrator;Princetonne;
Victor;Y;Brown;23;Green;Green;3;1;8;birds, fish;Examiner;Ventnor Univ.;
Una;R;Xerxes;60;Red;Grey;4;1;Unk.;cats;Nurse;night school;
Ivy;Q;Lambert;73;Orange;Grey;2;3;Unk.;cats;Examiner;Princetonne;
Neville;N;Lawrence;47;Green;Green;0;6;0;None;Clerk;Lodge of Kent;
James;B;Kildare;54;Grey;Black;3;1;10;dogs, hamsters;Designer;Ventnor Univ.;
Susan;A;Valdez;38;Red;Grey;3;5;5;dogs, fish;Cook;night school;
Fanny;T;Franklin;65;Orange;White;3;3;1;hamsters;Assistant;Nelson's Hall;
Leo;C;Hanks;77;Brown;Green;0;5;5;dogs, fish;Administrator;Ventnor Univ.;
Yorick;R;Richards;71;Orange;Blue;1;4;Unk.;cats;Unemployed;Ventnor Univ.;
Una;N;Young;43;Blue;Blue;2;1;10;dogs, hamsters;Examiner;Saint George;
Basil;P;Islington;58;Red;Grey;3;3;1;hamsters;Operator;Ventnor Univ.;
Basil;T;Islington;45;Blue;Blue;4;5;2;fish, hamsters;Librarian;Princetonne;
Quentin;N;Thomas;43;Blue;Grey;0;5;5;dogs, fish;Analyst;Princetonne;
Ida;Y;Garrison;78;Orange;Green;3;5;5;dogs, fish;Instructor;Ventnor Univ.;
Leo;P;Brown;58;Orange;Green;3;3;5;dogs, fish;Docent;Ventnor Univ.;
Titus;F;Williams;70;Blue;Blue;2;2;Unk.;cats;Masseur;Saint George;
George;E;Howards;49;Brown;Grey;2;3;3;birds;Waiter;Duke Academy;
Winnie;B;Richards;18;Brown;Black;0;4;Unk.;cats;Analyst;Ventnor Univ.;
Xerxes;A;Howards;66;Green;White;4;5;2;fish, hamsters;Chauffeur;night school;
Rhoda;D;Unser;30;Green;Brown;1;4;5;dogs, fish;Operator;night school;
Desmond;T;Nabors;65;Black;Grey;4;1;1;hamsters;Waiter;night school;
Ernest;I;Michaels;39;Grey;Red;1;1;8;birds, fish;Entrepreneur;Nelson's Hall;
Zillah;O;Isaacson;26;Blue;Brown;0;3;2;fish, hamsters;Clerk;Ventnor Univ.;
Ernest;Y;Black;55;Grey;Green;4;5;7;birds, hamsters;Teller;Ventnor Univ.;
Kate;T;Nichols;65;Orange;Grey;2;1;10;dogs, hamsters;Maid;Ventnor Univ.;
Olive;I;Sindel;48;Green;Brown;2;2;10;dogs, hamsters;Professor;Ventnor Univ.;
George;C;Howards;68;Black;Green;2;2;6;Unknown;Professor;Princetonne;
Victor;N;Siebert;47;Brown;Grey;3;5;4;birds, dogs;Waiter;Ventnor Univ.;
Rhoda;O;Ximenez;26;Grey;Red;3;1;9;Unknown;Author;Ventnor Univ.;
Basil;U;Phelps;52;Green;Green;0;5;3;birds;Maid;Princetonne;
Olive;R;Siebert;37;Orange;Blue;2;2;1;hamsters;Actor;Ventnor Univ.;
George;N;Franklin;47;Green;Green;0;3;0;None;Actor;Ventnor Univ.;
Zillah;N;Grant;67;Orange;Blue;2;3;10;dogs, hamsters;Professor;Ventnor Univ.;
Ernest;N;Phelps;33;Brown;Grey;3;5;0;None;Accountant;Ventnor Univ.;
Zillah;L;Yount;41;Black;Green;0;5;4;birds, dogs;Author;Ventnor Univ.;
Susan;A;Lambert;21;Orange;Blue;2;3;9;Unknown;Journalist;Ventnor Univ.;
George;E;Grant;49;Black;Green;0;3;Unk.;cats;Unemployed;Ventnor Univ.;
Titus;O;Onassis;32;Blue;Black;2;2;7;birds, hamsters;Teacher;night school;
Maud;F;Queen;70;Blue;Brown;0;6;3;birds;Pilot;Ventnor Univ.;
Fanny;S;Franklin;62;Red;Grey;2;1;1;hamsters;Doctor;Ventnor Univ.;
Basil;N;Ebbers;76;Brown;Red;2;3;1;hamsters;Instructor;Princetonne;
Neville;S;Siebert;51;Brown;Black;4;1;7;birds, hamsters;Curator;Saint George;
Olive;U;Lawrence;52;Red;Brown;2;1;10;dogs, hamsters;Pilot;Ventnor Univ.;
Desmond;N;Nichols;43;Orange;White;3;5;10;dogs, hamsters;Unemployed;Ventnor Univ.;
Ernest;A;Young;38;Orange;Blue;2;2;Unk.;cats;Anesthiesiologist;Ventnor Univ.;
Kate;T;Xerxes;65;Black;Black;4;1;3;birds;Busser;Saint George;
Victor;S;Watanabe;64;Orange;Grey;3;1;Unk.;cats;Editor;Ventnor Univ.;
Leo;R;Queen;22;Green;Black;3;1;9;Unknown;Reporter;Nelson's Hall;
Olive;I;Ebbers;63;Grey;Green;3;1;Unk.;cats;Docent;Princetonne;
Kate;B;Islington;36;Blue;Brown;0;6;4;birds, dogs;Busser;night school;
Hector;L;Ebbers;34;Red;Grey;2;1;5;dogs, fish;Reporter;Ventnor Univ.;
Neville;T;O'Leary;24;Black;Green;0;6;10;dogs, hamsters;Librarian;night school;
Quentin;B;Phelps;18;Brown;Brown;0;6;5;dogs, fish;Teller;Saint George;
Susan;A;Romanov;66;Orange;Blue;0;5;7;birds, hamsters;Sysop;Ventnor Univ.;
Clara;L;Enfield;34;Black;Red;3;5;7;birds, hamsters;Cook;night school;
Titus;L;Lawrence;40;Orange;Brown;0;4;Unk.;cats;Masseur;Princetonne;
Ida;Q;Siebert;73;Brown;Black;0;4;2;fish, hamsters;Editor;night school;
Susan;N;Queen;20;Grey;Black;0;5;8;birds, fish;Docent;Ventnor Univ.;
Prue;S;Valdez;50;Green;Brown;0;3;10;dogs, hamsters;Docent;Ventnor Univ.;
Prue;R;Xerxes;29;Orange;Blue;2;3;5;dogs, fish;Director;night school;
Victor;L;Ebbers;34;Blue;Blue;0;3;1;hamsters;Analyst;Princetonne;
Victor;B;Xerxes;18;Blue;Blue;2;3;10;dogs, hamsters;Secretary;Ventnor Univ.;
Amy;T;Michaels;65;Blue;Black;3;3;Unk.;cats;Painter;Ventnor Univ.;
Yorick;A;Yount;21;Green;White;0;5;8;birds, fish;Director;Ventnor Univ.;
Una;N;O'Leary;33;Black;Grey;0;5;0;None;Professor;Ventnor Univ.;
Ernest;O;Johnson;44;Blue;Brown;4;5;5;dogs, fish;Illustrator;night school;
George;N;Islington;47;Orange;Green;3;1;6;Unknown;Dishwasher;night school;
Maud;T;Hanks;45;Blue;Grey;2;3;Unk.;cats;Dishwasher;Princetonne;
Amy;E;Jackson;75;Green;Green;2;1;Unk.;cats;Masseur;Ventnor Univ.;
Leo;S;Grant;64;Red;Green;0;5;Unk.;cats;Accountant;Saint George;
Hector;A;Hanks;66;Blue;Black;0;4;2;fish, hamsters;Botanist;night school;
Xerxes;E;Sindel;49;Orange;Green;0;5;Unk.;cats;Butler;night school;
Yorick;N;Franklin;76;Blue;Blue;2;3;3;birds;Cook;Ventnor Univ.;
Neville;T;Hanks;24;Blue;Blue;2;2;8;birds, fish;Journalist;Ventnor Univ.;
Kate;N;Jackson;47;Brown;Green;0;4;Unk.;cats;Waiter;Alpacawarts;
Neville;A;Quincy;38;Orange;Brown;0;4;Unk.;cats;Clerk;Ventnor Univ.;
Clara;P;Nichols;58;Green;Green;2;2;8;birds, fish;Curator;Nelson's Hall;
Maud;L;Enfield;34;Red;Brown;4;5;4;birds, dogs;Tutor;night school;
Titus;D;Howards;30;Blue;Brown;0;4;Unk.;cats;Actor;Ventnor Univ.;
Neville;W;Nichols;25;Brown;Red;0;3;Unk.;cats;Author;Princetonne;
George;E;Kildare;69;Green;Violet;4;1;0;None;Auditor;Ventnor Univ.;
Clara;I;Nichols;46;Green;Black;3;5;Unk.;cats;Chef;Ventnor Univ.;
Rhoda;Y;Dupont;78;Blue;Blue;2;1;Unk.;cats;Maid;night school;
Quentin;I;Jackson;39;Green;Violet;4;1;Unk.;cats;Author;night school;
